1, 1, 1, 1647751801047, 1647752035287
2, 1, 2, 1647751801077, 1647752035317
3, 1, 3, 1647751801107, 1647752035349
3, 2, 4, 1647751801107, 1647752035349
3, 3, 5, 1647751801107, 1647752035349
3, 4, 6, 1647751801107, 1647752035349
3, 5, 7, 1647751801107, 1647752035349
3, 6, 8, 1647751801107, 1647752035349
3, 7, 9, 1647751801107, 1647752035349
3, 8, 10, 1647751801107, 1647752035349
3, 9, 11, 1647751801107, 1647752035349
3, 10, 12, 1647751801107, 1647752035349
3, 11, 13, 1647751801107, 1647752035349
3, 12, 14, 1647751801107, 1647752035350
3, 13, 15, 1647751801107, 1647752035350
3, 14, 16, 1647751801107, 1647752035350
3, 15, 17, 1647751801107, 1647752035350
3, 16, 18, 1647751801107, 1647752035350
3, 17, 19, 1647751801107, 1647752035350
3, 18, 20, 1647751801107, 1647752035350
3, 19, 21, 1647751801107, 1647752035350
3, 20, 22, 1647751801107, 1647752035350
3, 21, 23, 1647751801107, 1647752035350
3, 22, 24, 1647751801107, 1647752035350
3, 23, 25, 1647751801107, 1647752035350
3, 24, 26, 1647751801107, 1647752035350
3, 25, 27, 1647751801107, 1647752035350
3, 26, 28, 1647751801107, 1647752035350
3, 27, 29, 1647751801107, 1647752035351
3, 28, 30, 1647751801107, 1647752035351
3, 29, 31, 1647751801107, 1647752035351
3, 30, 32, 1647751801107, 1647752035351
3, 31, 33, 1647751801107, 1647752035351
3, 32, 34, 1647751801107, 1647752035351
3, 33, 35, 1647751801107, 1647752035351
3, 34, 36, 1647751801107, 1647752035351
3, 35, 37, 1647751801107, 1647752035351
3, 36, 38, 1647751801107, 1647752035351
3, 37, 39, 1647751801107, 1647752035351
3, 38, 40, 1647751801107, 1647752035351
3, 39, 41, 1647751801107, 1647752035351
3, 40, 42, 1647751801107, 1647752035351
3, 41, 43, 1647751801107, 1647752035351
3, 42, 44, 1647751801107, 1647752035353
3, 43, 45, 1647751801107, 1647752035353
3, 44, 46, 1647751801107, 1647752035353
3, 45, 47, 1647751801107, 1647752035353
3, 46, 48, 1647751801107, 1647752035353
3, 47, 49, 1647751801107, 1647752035353
3, 48, 50, 1647751801107, 1647752035353
3, 49, 51, 1647751801107, 1647752035353
3, 50, 52, 1647751801107, 1647752035353
3, 51, 53, 1647751801107, 1647752035353
3, 52, 54, 1647751801107, 1647752035353
3, 53, 55, 1647751801107, 1647752035353
3, 54, 56, 1647751801107, 1647752035353
3, 55, 57, 1647751801107, 1647752035353
3, 56, 58, 1647751801107, 1647752035354
3, 57, 59, 1647751801107, 1647752035354
3, 58, 60, 1647751801107, 1647752035354
3, 59, 61, 1647751801107, 1647752035354
3, 60, 62, 1647751801107, 1647752035354
3, 61, 63, 1647751801107, 1647752035354
3, 62, 64, 1647751801107, 1647752035354
3, 63, 65, 1647751801107, 1647752035354
3, 64, 66, 1647751801107, 1647752035354
3, 65, 67, 1647751801107, 1647752035354
3, 66, 68, 1647751801107, 1647752035354
3, 67, 69, 1647751801107, 1647752035354
3, 68, 70, 1647751801107, 1647752035354
3, 69, 71, 1647751801107, 1647752035354
3, 70, 72, 1647751801107, 1647752035354
3, 71, 73, 1647751801107, 1647752035354
3, 72, 74, 1647751801107, 1647752035354
3, 73, 75, 1647751801107, 1647752035354
3, 74, 76, 1647751801107, 1647752035354
3, 75, 77, 1647751801107, 1647752035354
3, 76, 78, 1647751801107, 1647752035354
3, 77, 79, 1647751801107, 1647752035354
3, 78, 80, 1647751801107, 1647752035354
3, 79, 81, 1647751801107, 1647752035354
3, 80, 82, 1647751801107, 1647752035354
3, 81, 83, 1647751801107, 1647752035354
3, 94, 96, 1647751801107, 1647752035355
3, 95, 97, 1647751801109, 1647752035355
3, 96, 98, 1647751801109, 1647752035355
3, 97, 99, 1647751801109, 1647752035355
3, 98, 100, 1647751801109, 1647752035355
3, 99, 101, 1647751801109, 1647752035355
3, 100, 102, 1647751801109, 1647752035355
3, 101, 103, 1647751801109, 1647752035355
3, 102, 104, 1647751801109, 1647752035355
3, 103, 105, 1647751801109, 1647752035355
3, 104, 106, 1647751801109, 1647752035355
3, 105, 107, 1647751801109, 1647752035355
3, 106, 108, 1647751801109, 1647752035355
3, 107, 109, 1647751801109, 1647752035355
3, 108, 110, 1647751801109, 1647752035355
3, 109, 111, 1647751801109, 1647752035355
3, 110, 112, 1647751801109, 1647752035355
3, 111, 113, 1647751801109, 1647752035355
3, 112, 114, 1647751801109, 1647752035356
3, 113, 115, 1647751801109, 1647752035356
3, 114, 116, 1647751801109, 1647752035356
3, 115, 117, 1647751801109, 1647752035356
3, 116, 118, 1647751801109, 1647752035356
3, 117, 119, 1647751801109, 1647752035356
3, 118, 120, 1647751801109, 1647752035356
3, 119, 121, 1647751801109, 1647752035356
3, 120, 122, 1647751801109, 1647752035356
3, 121, 123, 1647751801109, 1647752035356
3, 122, 124, 1647751801109, 1647752035356
3, 123, 125, 1647751801109, 1647752035356
3, 124, 126, 1647751801109, 1647752035356
3, 125, 127, 1647751801109, 1647752035356
3, 126, 128, 1647751801109, 1647752035356
3, 127, 129, 1647751801109, 1647752035356
3, 128, 130, 1647751801109, 1647752035356
3, 129, 131, 1647751801109, 1647752035356
3, 130, 132, 1647751801109, 1647752035356
3, 131, 133, 1647751801109, 1647752035356
3, 132, 134, 1647751801109, 1647752035356
3, 133, 135, 1647751801109, 1647752035356
3, 134, 136, 1647751801109, 1647752035356
3, 135, 137, 1647751801109, 1647752035356
3, 136, 138, 1647751801109, 1647752035356
3, 137, 139, 1647751801110, 1647752035356
3, 138, 140, 1647751801110, 1647752035356
3, 139, 141, 1647751801110, 1647752035356
3, 140, 142, 1647751801110, 1647752035356
3, 141, 143, 1647751801110, 1647752035356
3, 142, 144, 1647751801110, 1647752035356
3, 143, 145, 1647751801110, 1647752035356
3, 144, 146, 1647751801110, 1647752035356
3, 145, 147, 1647751801110, 1647752035356
3, 146, 148, 1647751801110, 1647752035358
3, 147, 149, 1647751801110, 1647752035361
3, 148, 150, 1647751801112, 1647752035361
3, 149, 151, 1647751801112, 1647752035361
3, 150, 152, 1647751801112, 1647752035361
3, 151, 153, 1647751801112, 1647752035361
